Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Log Work,Work Ratio,Security Level,Outward issue link (Cause),Inward issue link (Dependency),Outward issue link (Dependency),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relation),Inward issue link (Relation),Inward issue link (Relation),Outward issue link (Relation),Outward issue link (Relation),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Fix URL),Custom field (Flagged),Custom field (GitHub Pull Request URL),Custom field (Labels),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Sprint,Custom field (Story Points),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
CodeSniffer ruleset (PPSSE) not fully compatible with CS 4,PHPBB-17563,39991,,Bug,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,LukeWCS,LukeWCS,02/Oct/25 7:15 PM,02/Nov/25 7:24 PM,08/Nov/25 11:12 AM,,3.3.15,,,,,,Continuous Integration (CI),,,,,,0,,,,,,,,"I'm currently updating phpBB Ext Check for CodeSniffer 4.0. Before 4.0, I was using CS 3.13.2. In addition to various necessary adjustments for CS 4, I also noticed a problem with PPSSE.

At first, I suspected my specially constructed test ext, but then I tested one ext each from different developers, and the problem appeared with every ext. Suddenly, a file that hadn't been detected before is reported. However, the cause of the report isn't an error with the developer, but with PPSSE:

Example for the About Us 2.1.4 ext:
{code}CS ruleset    : phpBB PHP Strict Standard Extensions
Extensions    : php
Files found   : 15
Files affected: 1

FILE: phpbb3-about-us-2.1.4\event\main_listener.php
--------------------------------------------------------------------------------
FOUND 4 ERRORS AFFECTING 4 LINES
--------------------------------------------------------------------------------
  1 | ERROR | An error occurred during processing; checking has been aborted.
    |       | The error message was: Uninitialized string offset 0 in
    |       | \lib\phpbb\php-strict-standard-extensions_3\phpbb\Sniffs\Namespaces\UnusedUseSniff.php
    |       | on line 106
    |       | The error originated in the phpbb.Namespaces.UnusedUse sniff on
    |       | line 106.
 54 | ERROR | Either use statement or full name must be used.
 68 | ERROR | Either use statement or full name must be used.
 86 | ERROR | Either use statement or full name must be used.
-------------------------------------------------------------------------------
{code}
Tested with:

phpBB Ext Check 1.10
PHP 8.4.8 and 8.4.13
CodeSniffer 4.0 (Release)
PPSSE 2025.5.14 [7268859] 

Matt, as additional information: I briefly downgraded CS from 4.0 to 3.13.4, which is two versions further than what I had before upgrading to 4.0. This made PPSSE work perfectly again. This means the problem must be directly related to CS 4.0.

 

edit: Added the full EC report for the TFP extension for rxu. This is the sixth extension I've tested.",,,,,,,,,,,,,,,,,"03/Oct/25 6:33 PM;LukeWCS;phpBB-Ext-Check_2025-10-03_20-16-51_gfksx_thanksforposts_2-1-1.zip;https://tracker.phpbb.com/secure/attachment/23421/phpBB-Ext-Check_2025-10-03_20-16-51_gfksx_thanksforposts_2-1-1.zip",,,,,,,,,,,,,,,,,"0|i03qcf:",,,,,,,,,,,,,,"03/Oct/25 1:06 PM;rxu;What is PPSSE? And what phpBB version?

And what is the code of phpbb3-about-us-2.1.4\event\main_listener.php in question?;;;","03/Oct/25 1:41 PM;LukeWCS;@rxu

Abbreviation for:

{*}p{*}hpBB {*}P{*}HP {*}S{*}trict {*}S{*}tandard {*}E{*}xtensions

For me, the term SNIFF would be imprecise, because I use more than one CodeSniffer ruleset.

Above, I specified the commit ID for PPSSE, but explicitly as phpBB version: 3.3.15. The problem probably also exists in the 4.0 branch, but I haven't tested it.

??And what is the code of phpbb3-about-us-2.1.4\event\main_listener.php in question? ??

I haven't posted any code because the issue affects many extensions. I tested five, so one extension from five developers. About Us is just an example, but here's the code:

main_listener.php
{code:php}<?php
/**
*
* About us extension for the phpBB Forum Software package.
*
* @copyright (c) 2014-2020 Crizzo <https://www.crizzo.de>
* @license GNU General Public License, version 2 (GPL-2.0)
*
*/

namespace crizzo\aboutus\event;

/**
* @ignore
*/
use Symfony\Component\EventDispatcher\EventSubscriberInterface;

/**
* Event listener
*/
class main_listener implements EventSubscriberInterface
{
	public static function getSubscribedEvents()
	{
		return array(
			'core.user_setup'						=> 'load_language_on_setup',
			'core.page_header'						=> 'add_page_header_link',
			'core.viewonline_overwrite_location'	=> 'add_aboutus_viewonline',
		);
	}
	/** @var \phpbb\config\config */
	protected $config;

	/* @var \phpbb\controller\helper */
	protected $helper;

	/* @var \phpbb\template\template */
	protected $template;

	/* @var \phpbb\language\language */
	protected $language;

	/* @var string phpEx */
	protected $php_ext;

	/**
	* Constructor
	*
	* @param \phpbb\controller\helper	$helper		Controller helper object
	* @param \phpbb\template\template	$template	Template object
	* @param \phpbb\language\language	$language
	* @param string						$php_ext	phpEx
	*/
	public function __construct(
		\phpbb\config\config $config,
		\phpbb\controller\helper $helper,
		\phpbb\template\template $template,
		\phpbb\language\language $language,
		$php_ext)
	{
		$this->config = $config;
		$this->helper = $helper;
		$this->template = $template;
		$this->language = $language;
		$this->php_ext = $php_ext;
	}

	public function load_language_on_setup($event)
	{
		$lang_set_ext = $event['lang_set_ext'];
		$lang_set_ext[] = array(
			'ext_name' => 'crizzo/aboutus',
			'lang_set' => 'common',
		);
		$event['lang_set_ext'] = $lang_set_ext;
	}

	public function add_page_header_link()
	{
		$this->template->assign_vars(array(
			'U_ABOUTUS'			=> $this->helper->route('crizzo_aboutus'),
			'ABOUTUS_ENABLE'	=> $this->config['acp_aboutus_enable'],
		));
	}

	public function add_aboutus_viewonline($event)
	{
		if ($event['row']['session_page'] === 'app.' . $this->php_ext . '/aboutus' ||
			$event['row']['session_page'] === 'app.' . $this->php_ext . '/aboutus.php')
		{
				$event['location'] = $this->language->lang('VIEWONLINE_ABOUTUS');
				$event['location_url'] = $this->helper->route('crizzo_aboutus');
		}
	}
}
{code}
[https://github.com/Crizz0/phpbb3-about-us/blob/2.1.x/event/main_listener.php]
[https://www.phpbb.com/customise/db/extension/about_us/];;;","03/Oct/25 5:35 PM;rxu;Hard to test because straight upgrade to Codesniffer 4 leads to fatal errors, so apparently some other core adjustments required.;;;","03/Oct/25 6:37 PM;LukeWCS;[~rxu] 

Okay, EC (phpBB Ext Check) runs in a completely separate Composer context and is not dependent on phpBB in any way. This means I run CS + PPSSE essentially standalone, so nothing can interfere with the respective testing tools. Even the EC core can't interfere, since all tools are called via the CLI and aren't directly included in the core code. This way, everything is isolated from each other, and even serious errors in a testing tool can't crash EC.

I tested a sixth extension, your TFP. The problem is evident here as well. I've attached the report above as a ZIP file, so you can see it in its entirety and not just a fragment.

As I wrote above in a comment for Matt, as soon as I downgrade to CS 3.13.4, PPSSE works perfectly again as usual.;;;","04/Oct/25 7:47 AM;rxu;Thanks, but still can't get how to reproduce that (for the sake of debugging).;;;","04/Oct/25 11:59 AM;LukeWCS;The upgrade to CS 4 itself worked without any problems for me. And it works in general, as you can see from the other CS rulesets:
 * PHPCompatibility
 * VariableAnalysis

VA 2.13 was also adapted to CS 4 just a few days ago, see:

[https://github.com/sirbrillig/phpcs-variable-analysis/issues/355]

But I hadn't noticed at the time that PPSSE still had an issue with CS 4.

??Hard to test because straight upgrade to Codesniffer 4 leads to fatal errors??

What kind of errors are you encountering when you try to upgrade to CS 4?;;;","04/Oct/25 2:41 PM;rxu;> What kind of errors are you encountering when you try to upgrade to CS 4?

That's probably my local setup, it was ""{*}Fatal error{*}: Uncaught Error: Undefined constant ""PHP_CodeSniffer\Util\Writers\STDERR"""" which I have workarounded and sniff worked without problems.;;;","04/Oct/25 3:16 PM;LukeWCS;??""{*}Fatal error{*}: Uncaught Error: Undefined constant ""PHP_CodeSniffer\Util\Writers\STDERR""??

Ah, that's interesting for two reasons:
 # STDERR is one of the things I had to adjust in EC to get everything working as it should again. See also: 
[https://github.com/PHPCSStandards/PHP_CodeSniffer/wiki/Version-4.0-User-Upgrade-Guide#progress-error-and-debug-output-is-now-sent-to-stderr]
 # I haven't encountered this message myself in CS 4.

The second thing I had to adjust in EC was this:

[https://github.com/PHPCSStandards/PHP_CodeSniffer/wiki/Version-4.0-User-Upgrade-Guide#exit-codes];;;","05/Oct/25 5:08 PM;LukeWCS;I've conducted further tests, including this extension:

[https://www.phpbb.com/customise/db/extension/download_extension/]

This extension has 147 PHP files, and the error occurs in 4 of them. The error always occurs when
{code:php}use{code}
is used. And if this directive is present, the error always occurs, so the error is 100% reproducible.

The error must be in UnusedUseSniff.php or in a parent file that uses this class. Unfortunately, I have no knowledge of creating CS rulesets, so I can't pinpoint the problem myself.

So, I'll stick with CS 3 for now.;;;","02/Nov/25 3:50 PM;MattF;A couple things going on here.

For phpBB:
phpbb/codesniffer/phpbb/Sniffs/Namespaces/UnusedUseSniff.php Line 106
{code}if ($name_full[0] === '\\'){code}
Should be fixed:
{code}if (!empty($name_full) && $name_full[0] === '\\'){code}
2nd issue (not phpBB):

Regarding a bunch of errors in *gfksx\thanksforposts* that it now flags: It’s telling you that the ext references a class using a partial namespace, not a fully-qualified one (starting with slash) and without a use statement for it.

In its listener's constructor, it has *$helper* without using its fully qualified namespace as a type hint, like all the other's in the constructor. So that gets flagged as an error in CS4. Since *$helper* is fully qualified in the docblock, this ext needs an update too with *\rxu\thanksforposts\core\helper $helper* in its constructor (and in the docblock it also needs the slash at the start)

 

CS3 did not care about the array offset issue. Also CS4 tightened namespace resolution rules, which is why this ext would pass with CS3;;;","02/Nov/25 6:07 PM;LukeWCS;Matt, that's it, the problem with the CS error message is resolved. :)

I repeated my tests, data on the test environment:

PHP: 8.4

PPSSE 3.3: 2025.5.14 [7268859]

About Us 2.1.4: [https://www.phpbb.com/customise/db/extension/about_us/]

 

CS 3.13.4:
{code:java}CS ruleset    : phpBB PHP Strict Standard Extensions
Extensions    : php
Files found   : 15
Files affected: 0


No issues found {code}
 

CS 4.0 without PPSSE patch:
{code:java}CS ruleset    : phpBB PHP Strict Standard Extensions
Extensions    : php
Files found   : 15
Files affected: 1


FILE: crizzo\aboutus\event\main_listener.php
--------------------------------------------------------------------------------
FOUND 4 ERRORS AFFECTING 4 LINES
--------------------------------------------------------------------------------
  1 | ERROR | An error occurred during processing; checking has been aborted.
    |       | The error message was: Uninitialized string offset 0 in
    |       | \lib\phpbb\php-strict-standard-extensions_3\phpbb\Sniffs\Namespaces\UnusedUseSniff.php
    |       | on line 106
    |       | The error originated in the phpbb.Namespaces.UnusedUse sniff on
    |       | line 106.
 54 | ERROR | Either use statement or full name must be used.
 68 | ERROR | Either use statement or full name must be used.
 86 | ERROR | Either use statement or full name must be used.
--------------------------------------------------------------------------------{code}
 

CS 4.0 with PPSSE patch:
{code:java}CS ruleset    : phpBB PHP Strict Standard Extensions
Extensions    : php
Files found   : 15
Files affected: 1


FILE: crizzo\aboutus\event\main_listener.php
----------------------------------------------------------------------
FOUND 4 ERRORS AFFECTING 4 LINES
----------------------------------------------------------------------
 16 | ERROR | There must not be unused USE statements.
 54 | ERROR | Either use statement or full name must be used.
 68 | ERROR | Either use statement or full name must be used.
 86 | ERROR | Either use statement or full name must be used.
----------------------------------------------------------------------{code}
This means two things:
1. The primary problem with CS 4 is resolved. (y)
2. We now have to deal with the ""new"" PPSSE messages in our extensions.

 

edit:

I have now also tested how the PPSSE patch behaves in combination with 3.13.4: no problems found:
{code:java}
CS ruleset    : phpBB PHP Strict Standard Extensions
Extensions    : php
Files found   : 15
Files affected: 0


No issues found{code};;;",,,,,,,,,,,
"user_delete should anonymize posts, PMs and poll votes",PHPBB-17578,40093,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,Aeonic,Aeonic,28/Oct/25 9:33 PM,28/Oct/25 10:28 PM,08/Nov/25 11:12 AM,,3.0.14,3.1.12,3.2.11,3.3.15,4.0.0-a1,,Other,,,,,,0,,,,,,,,"The function user_delete in functions_user.php does not delete poll votes, as previously reported here: https://tracker.phpbb.com/browse/PHPBB3-9838

While that was closed as ""won't fix"", anonymizing poll vote user IDs and especially IP addresses should still be done.

Similarly, posts and PMs retained after user deletion still keep IP addresses.

Users often request account deletion out of privacy concerns. It is reasonable for users and board administrators to expect that user deletion removes all personal data that can be removed automatically.

Especially when retaining posts under their original username, having IP addresses associated with those posts can be a privacy concern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qfz:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrap all front controllers by HttpKernel,PHPBB-14435,32598,,New Feature,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,nicofuma,nicofuma,nicofuma,26/Jan/16 10:12 PM,27/Oct/25 2:13 PM,08/Nov/25 11:12 AM,,3.2.0-a2,,,,,4.1.0-a1,,,,,,,0,,,,,,,,Wrapping all front controllers by HttpKernel will ease the integration of new features and the refactoring of transversal features (like the auth system),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i002vz:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update storage configuration options to include adapter name,PHPBB-17574,40088,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,rubencm,rubencm,rubencm,26/Oct/25 10:32 AM,26/Oct/25 10:32 AM,08/Nov/25 11:12 AM,,4.0.0-a2,,,,,,,,,,,,0,,,,,,,,"As discussed with rxu, I think is better to update configuration options from
{code:java}
storage\avatars\config\path{code}
to something like
{code:java}
storage/avatars/config/local/path{code}
This way extension can set default values for configurations when installing them, also they can clean their configuration options after they are removed.

Also, currently configuration options are shared between adapters, so they are overwriten every time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qev:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow to run phpunit in local again,PHPBB-17573,40087,,Bug,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,rubencm,rubencm,rubencm,26/Oct/25 10:13 AM,26/Oct/25 10:25 AM,08/Nov/25 11:12 AM,,4.0.0-a2,,,,,,,,,,,,0,,,,,,,,"[https://github.com/phpbb/phpbb/pull/6273]

 

After this PR, phpunit stoped working in local for me reporting a lot of database errors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qen:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diff engine causes PHP fatal error,PHPBB-17560,39988,,Bug,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,rxu,rxu,29/Sep/25 5:08 PM,18/Oct/25 3:57 PM,08/Nov/25 11:12 AM,,4.0.0-a1,,,,,,Update system,,,,,,0,,,,,,,,"Report: [https://www.phpbb.com/community/viewtopic.php?p=16082743#p16082743]

 

Diff engine declares $final1 and $final2 properties of class diff3_op as protected:

[https://github.com/phpbb/phpbb/blob/a063b534eb7441f30251e6e470bd255ccd74eb2a/phpBB/includes/diff/diff.php#L771]

https://github.com/phpbb/phpbb/blob/a063b534eb7441f30251e6e470bd255ccd74eb2a/phpBB/includes/diff/diff.php#L776

 

but refers them dynamically from outside:

[https://github.com/phpbb/phpbb/blob/a063b534eb7441f30251e6e470bd255ccd74eb2a/phpBB/includes/diff/diff.php#L570]

 

Hence the error in advanced update package:

PHP Fatal error: Uncaught Error: Cannot access protected property diff3_op::$final1 in [ROOT]/install/update/new/includes/diff/diff.php:570",PHP 8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qbr:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extension Catalog can be installed without repositories,PHPBB-17559,39987,,Improvement,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,MattF,MattF,29/Sep/25 3:11 PM,29/Sep/25 3:16 PM,08/Nov/25 11:12 AM,,4.0.0-a1,,,,,,Extensions,,,,,,0,,,,,,,,"Depending on how you are installing a new forum, the extension repositories in the extension catalog is missing the expected repositories that allow the catalog to work as intended.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qbj:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPF Skype,PHPBB-17558,39986,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,david63,david63,29/Sep/25 10:02 AM,29/Sep/25 1:24 PM,08/Nov/25 11:12 AM,,4.0.0-a1,,,,,,ACP,,,,,,0,,,,,,,,The Skype CPF is still available in phpbb even though it was retired in May 2025,,,,,,,,,,PHPBB-17505,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qbb:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove skype from phpbb,PHPBB-17505,39701,,Task,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,rubencm,rubencm,08/May/25 1:13 PM,29/Sep/25 1:24 PM,08/Nov/25 11:12 AM,,3.3.16-RC1,4.0.0-a1,,,,,,,,,,,0,beginner,Beginner,easy,,,,,"Microsoft has closed skype, so it don't exist anymore.

This can be used as base

https://github.com/phpbb/phpbb/pull/5923/files",,,,,,,,,PHPBB-17558,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03pzb:",,,,,,,,,,,,,,"08/May/25 3:27 PM;rxu;Or probably replace it with Teams.;;;","10/May/25 6:28 PM;rubencm;Well, to be honest, I would remove most of them (aol, icq, yahoo) and add those that people actually use this days, like instagram, discord, telegram, github, ...;;;","11/May/25 5:50 AM;rxu;BTW, ICQ doesn't exist anymore either.;;;",,,,,,,,,,,,,,,,,,,
Bug: Topic merge view count is not merged after a merger,PHPBB-17482,39618,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,Neustradamus,Neustradamus,07/Mar/25 3:40 AM,28/Sep/25 10:43 AM,08/Nov/25 11:12 AM,,3.3.14,,,,,,Viewing posts,,,,,,0,viewtopic,,,,,,,"Dear phpBB team,

I have found a bug, I have merged two topics but the viewer counter has not been updated with number addition.

Can you solve it?

Thanks in advance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03pu7:",,,,,,,,,,,,,,"27/Mar/25 10:32 AM;battye;There's been a little bit of chat on Discord about this.

On line 458 of mcp_forum.php it's purposely taking the higher view count of the merged topics. It looks like it was written that way intentionally.

But I agree that it might make more sense to merge the view counts.

Do you have any thoughts [~Marc]?;;;","28/Sep/25 10:43 AM;Crizzo;That was done on purpose with [ticket/14795] https://tracker.phpbb.com/browse/PHPBB-14795
https://github.com/phpbb/phpbb/commit/fce30d1d91d7e1e4a2c2989640d5c5176e7fada0 ;;;",,,,,,,,,,,,,,,,,,,,
Upgrade to Symfony 7.4,PHPBB-17556,39984,,Improvement,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,Marc,Marc,Marc,27/Sep/25 5:06 PM,28/Sep/25 9:25 AM,08/Nov/25 11:12 AM,,,,,,,,,,,,,,0,,,,,,,,We should upgrade to Symfony 7.4 for the LTS version coming at the end of this year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03qav:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at a minimum we should start including a minified version of the style,PHPBB-15405,34556,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,Marc,Hanakin,Hanakin,16/Oct/17 4:50 PM,27/Sep/25 4:11 PM,08/Nov/25 11:12 AM,,4.0.0-a1,,,,,,Styles,,,,,,0,4.0,Chameleon,easy,front-end,,,,"We can determine how and what to do with it in a separate ticket, but we should at least include it for those who wish to manually use it.",,,,,,,,,,,,,,,PHPBB-14149,,,,,,,,,,,,,,,,,,,"0|i03btz:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offer a way for extensions to configure the text_formatter.parser service for a given user,PHPBB-13802,30974,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,JoshyPHP,JoshyPHP,30/Apr/15 9:16 PM,27/Sep/25 11:04 AM,08/Nov/25 11:12 AM,,3.2.0-dev,,,,,,Posting,,,,,,1,Beginner,,,,,,,"Some extensions such as ABBC3 want to toggle some features based on a post's author. Currently, this is done through the {{core.text_formatter_s9e_parser_setup}} event. However, this event triggers only once during setup and with current user, who is not necessarily the post's author. It also adds a weak dependency to the parser service. There's got to be a better way.",,,,,,,,,,,,PHPBB-13803,PHPBB-13801,,,,,,,,,,,,,,,,,,,,,"0|i0074n:",,,,,,,,,,,,,,"25/May/15 5:47 PM;JoshyPHP;Since this is only really relevant during reparsing, this should probably be an event in the reparser service.;;;","27/Nov/15 10:49 PM;VSE;@JoshyPHP got any ideas for this yet?;;;","29/Nov/15 9:13 AM;JoshyPHP;No specific ideas, no. The first step would be to [modify phpbb\textreparser\base to add a ""user_id"" field to each record|https://github.com/phpbb/phpbb/compare/master...JoshyPHP:ticket/13802?expand=1] and then create an event that gives access to the record. It would have to default to ANONYMOUS because not every text has a known author: contact_admin_info, forum_description, forum_rules, group_description don't have one.

Then I guess _maybe_ extensions can configure the text_formatter.parser service to toggle features depending on the author?

Or perhaps the original message_parser class should be modified to be aware of a message's author instead. That could fix the root cause of the problem, because as it is extensions still rely on the assumption that the current user is the author of the message being parsed.;;;","18/Dec/15 12:39 AM;VSE;Would this work?? Define a constant in the text reparser class, ie: IN_TEXT_REPARSER. Then in an extension like ABBC3 you could simply bypass any user permission restrictions if IN_TEXT_REPARSER is defined and true?;;;","18/Dec/15 11:20 AM;JoshyPHP;I don't know, that seems dodgy.;;;","18/Dec/15 4:11 PM;VSE;Yeah. In fact thinking about this further, i think the solution really needs to be entirely within phpBB itself, because if it relies on an extensions to use an event or something, there's no guarantee that users will have the version of an extension that could address this installed when the reparser runs.;;;","12/Mar/16 12:04 AM;VSE;JoshyPHP

Based on your earlier comment, couldn't you grab the post author's user id, where applicable, and temporarily assign the $user data array's user_id to the post author, during the reparsing? Should work for the CLI, but might be a problem with cron triggered tasks.

Would like to see some solution to this before 3.2 is released. :S;;;","12/Mar/16 12:16 AM;JoshyPHP;I don't know, changing the global $user during reparsing seems dangerous to me. I don't think there's an easy way to do this and I don't see that happening in 3.2. The correct way might be to have a proper service or API to replace the parse_message class and have this service use an instance of the user object (which would be set to the current user by default) to configure the textformatter service according to this user's preference and credentials. Calls to the parse_message class or the generate_text_for_* functions would have to be replaced and extensions that rely on the many, many events triggered by those functions would need to be updated unless a compatibility layer is provided. That would be an extensive change.;;;",,,,,,,,,,,,,,
Add method for displaying location of routes in viewonline,PHPBB-13671,30741,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,Marc,Marc,05/Mar/15 2:15 PM,27/Sep/25 11:04 AM,08/Nov/25 11:12 AM,,3.2.0-dev,,,,,,,,,,,,0,,,,,,,,Viewonline should correctly display the location of routes without us having to treat those in a special manner. See related change and comment: https://github.com/phpbb/phpbb/pull/3434/files#diff-6a60e6a12bd4417e26a9c7e7fd9bef1aR359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i007zr:",,,,,,,,,,,,,,"31/Oct/19 6:54 PM;rubencm;Related: https://github.com/phpbb/phpbb/pull/5410/files#diff-bf89cb421bf9f6fb8770a54ba5711efcR340-R389;;;",,,,,,,,,,,,,,,,,,,,,
m_report should properly imply f_read for reported posts,PHPBB-13676,30747,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,bantu,bantu,06/Mar/15 11:33 PM,27/Sep/25 11:03 AM,08/Nov/25 11:12 AM,,3.1.3,,,,,,,,,,,,0,,,,,,,,"Previously reported in https://tracker.phpbb.com/browse/SECURITY-179

m_report already implies f_read for reported posts, but such reports are only accessible if the forum_id is removed from the URL.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i007yf:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Separate option for forcing path/server vars on front controller or revert forcing settings,PHPBB-14723,33068,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,MichaelC,MichaelC,27/Jul/16 11:40 PM,27/Sep/25 11:03 AM,08/Nov/25 11:12 AM,,,,,,,,,,,,,,0,,,,,,,,"Otherwise front controllers in other locations have problems generating routes, this brought down titania and was a BC break to fix a bug.

https://github.com/phpbb/phpbb/commit/1a5fbd4bd06e7ae7a89637c0977da2fed8cd62fb#diff-56688d0c8efc8fb2f9ee96495fbdc976R151

https://tracker.phpbb.com/browse/PHPBB3-13683",,,,,,PHPBB-13683,,,,,,,,,WEBSITE-1284,,,,,,,,,,,,,,,,,,,"0|i000wv:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Message Search Inbuilt,PHPBB-14582,32889,,New Feature,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Major,,,Tarantino,Tarantino,06/Apr/16 6:01 PM,27/Sep/25 10:32 AM,08/Nov/25 11:12 AM,,,,,,,,Private Messages (PM),Search,,,,,3,,,,,,,,"I guess all will agree that a PM Search is Needed for any forum. It doesnt make sense to not have a way to search on the private messages.

I saw this extension: https://github.com/satanasov/pmsearch

But this really should exist on the phpbb core! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i035r3:",,,,,,,,,,,,,,"27/Sep/25 10:32 AM;rubencm;I think this should go in [https://www.phpbb.com/ideas/];;;",,,,,,,,,,,,,,,,,,,,,
